BattingTeam,Batter,battingStyles_x,venue,Phase,WicketDeliveries,EconomyRate,StrikeRate,BoundaryPercentage,Selected
Rajasthan Royals,RD Chahar,rhb,"Barsapara Cricket Stadium, Guwahati",Powerplay,0,10.607749631125348,13.623669899453954,50.89029066440142,1
Royal Challengers Bangalore,RA Bawa,lhb,"Narendra Modi Stadium, Ahmedabad",Powerplay,1,6.601501379134534,14.185468103505645,70.63598854126806,1
Mumbai Indians,Sikandar Raza,lhb,"Narendra Modi Stadium, Ahmedabad",MiddleOvers,1,5.993413468726256,15.47651181280809,61.12477531646614,1
Gujarat Titans,MJ Santner,lhb,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",DeathOvers,0,9.447315611199572,13.595100284937924,28.77899791156745,1
Royal Challengers Bangalore,H Klaasen,,"MA Chidambaram Stadium, Chepauk, Chennai",MiddleOvers,1,7.678696501199865,8.0,58.788188128321636,1
Sunrisers Hyderabad,Ashutosh Sharma,,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",MiddleOvers,0,9.903937039260367,15.641037368292034,58.370539548178066,0
Punjab Kings,M Jansen,rhb,"Brabourne Stadium, Mumbai",Powerplay,2,10.216560825851746,24.977462516556482,48.65548318885878,1
Royal Challengers Bengaluru,DJ Mitchell,,"Barsapara Cricket Stadium, Guwahati",DeathOvers,1,6.90509854115951,22.031935313539243,46.289036664093985,1
Sunrisers Hyderabad,S Gopal,lhb,"Dr DY Patil Sports Academy, Mumbai",Powerplay,0,7.641046512083647,17.5250747333292,35.31060235659304,0
Rajasthan Royals,M Vijay,,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",Powerplay,0,8.754152172843016,17.32098791045354,71.36253914453852,0
Royal Challengers Bangalore,T Kohler-Cadmore,lhb,"Sawai Mansingh Stadium, Jaipur",Powerplay,0,4.0,16.991893454533688,31.292936995608734,0
Kings XI Punjab,D Wiese,rhb,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Powerplay,0,8.531027161154457,24.419820845001773,47.840349637116795,0
Kings XI Punjab,EJG Morgan,rhb,"Arun Jaitley Stadium, Delhi",MiddleOvers,0,8.505897048524481,26.08606120644751,77.95369068311297,0
Lucknow Super Giants,Harbhajan Singh,rhb,"Narendra Modi Stadium, Ahmedabad",DeathOvers,0,7.487860516480611,10.518594885489275,54.835977451998524,1
Lucknow Super Giants,R Ravindra,rhb,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Powerplay,0,8.880524891582946,14.432330831827048,54.96754425863529,1
Kings XI Punjab,JA Richardson,,"Zayed Cricket Stadium, Abu Dhabi",Powerplay,0,9.005836720871308,23.40399611593629,35.52321073628681,0
Royal Challengers Bangalore,DA Warner,,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",MiddleOvers,0,10.642779877582779,25.389223134039046,63.15871854586146,0
Chennai Super Kings,Lalit Yadav,rhb,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",DeathOvers,0,7.479119846516442,19.126513796912036,41.97569995224905,0
Rajasthan Royals,SB Dubey,,"Sawai Mansingh Stadium, Jaipur",DeathOvers,0,4.0,23.457703086607832,88.71371634657851,0
Rajasthan Royals,J Yadav,lhb,"Himachal Pradesh Cricket Association Stadium, Dharamsala",MiddleOvers,1,8.654793922372404,19.050912672069934,10.432106466513652,1
Sunrisers Hyderabad,JJ Roy,lhb,"Wankhede Stadium, Mumbai",Powerplay,0,7.522270822165947,16.050321408692394,49.56710929351045,0
Mumbai Indians,Sanvir Singh,lhb,"Dr DY Patil Sports Academy, Mumbai",MiddleOvers,0,10.64915855204553,26.229370965818994,53.68110861385662,0
Chennai Super Kings,Dhruv Jurel,lhb,"Eden Gardens, Kolkata",MiddleOvers,0,5.978723112704447,12.991421569230159,61.10855262854548,1
Punjab Kings,Ishan Kishan,rhb,"Barsapara Cricket Stadium, Guwahati",Powerplay,0,8.542639316015423,12.639434525987038,25.95891810854921,1
Mumbai Indians,AR Patel,,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",DeathOvers,0,5.124371736679759,23.139806771693674,44.007254855350965,0
Gujarat Titans,PP Shaw,rhb,"Narendra Modi Stadium, Ahmedabad",DeathOvers,0,5.903907608463287,22.26155364236532,44.24886437752543,0
Gujarat Titans,MA Starc,lhb,"Eden Gardens, Kolkata",Powerplay,0,4.0,18.682815536040465,47.69352777882903,0
Lucknow Super Giants,Tilak Varma,lhb,"Himachal Pradesh Cricket Association Stadium, Dharamsala",MiddleOvers,1,6.0498590800415855,9.086295380781483,68.39271809606464,1
Delhi Capitals,Ravi Bishnoi,,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",DeathOvers,1,10.466124019606596,26.56697650494366,47.416873979071084,1
Rajasthan Royals,GJ Maxwell,,"Sawai Mansingh Stadium, Jaipur",Powerplay,1,8.691130552701104,16.7241802054275,61.053231763438674,1
Lucknow Super Giants,D Ferreira,,"Maharashtra Cricket Association Stadium, Pune",DeathOvers,1,11.311819672110909,17.446908921187095,36.590462597589536,1
Royal Challengers Bangalore,SK Raina,lhb,"Narendra Modi Stadium, Ahmedabad",MiddleOvers,0,11.497087762306085,12.784516471062375,40.3261422044103,1
Royal Challengers Bengaluru,Rashid Khan,lhb,"Brabourne Stadium, Mumbai",DeathOvers,1,4.0,20.646859479579746,53.12370227890072,1
Sunrisers Hyderabad,GJ Maxwell,rhb,Sharjah Cricket Stadium,DeathOvers,0,9.307312219604249,21.55327938144218,33.04712978048856,0
Royal Challengers Bengaluru,AS Rajpoot,,Sharjah Cricket Stadium,MiddleOvers,1,4.43309793786876,23.18250117284162,34.383535477982164,1
Kolkata Knight Riders,PWA Mulder,,"MA Chidambaram Stadium, Chepauk, Chennai",Powerplay,2,13.568187868017457,15.590156484756918,59.434068615019264,1
Royal Challengers Bangalore,SN Thakur,lhb,"Narendra Modi Stadium, Ahmedabad",MiddleOvers,2,14.0,19.025741239811058,37.29177554102272,1
Lucknow Super Giants,PWA Mulder,lhb,"Eden Gardens, Kolkata",DeathOvers,0,11.38741085924762,15.772020096788363,36.05813744816619,0
Punjab Kings,RD Chahar,,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",MiddleOvers,0,8.953607131414696,21.91344401098785,56.96122055799259,0
Lucknow Super Giants,Virat Singh,rhb,"Dr DY Patil Sports Academy, Mumbai",Powerplay,0,8.995300543598596,28.84848625690626,51.858176210912596,0
Royal Challengers Bengaluru,B Kumar,lhb,"Himachal Pradesh Cricket Association Stadium, Dharamsala",MiddleOvers,1,11.062813667654414,16.50907881557009,56.79339461284495,1
Kings XI Punjab,B Kumar,lhb,"Barsapara Cricket Stadium, Guwahati",Powerplay,0,10.670258322549689,17.53545206881204,43.20005235320663,0
Chennai Super Kings,TK Curran,rhb,"Eden Gardens, Kolkata",MiddleOvers,0,8.6344557647796,17.944285497128966,54.15791896572096,0
Kolkata Knight Riders,Aniket Verma,,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",DeathOvers,1,5.136316415857397,21.147193694952037,82.46494590468845,1
Kings XI Punjab,KA Jamieson,,"Eden Gardens, Kolkata",Powerplay,0,5.848353727426371,15.948163468686792,56.403721399295335,0
Kolkata Knight Riders,BA Stokes,lhb,"M Chinnaswamy Stadium, Bengaluru",DeathOvers,1,8.334377481181052,17.02948404520556,26.098202127057103,1
Lucknow Super Giants,KS Bharat,rhb,"Maharashtra Cricket Association Stadium, Pune",DeathOvers,2,11.276371303441104,21.808001138019307,52.28277731855817,1
Gujarat Titans,OF Smith,lhb,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",MiddleOvers,2,14.0,15.362604419382995,43.05279127486638,1
Rajasthan Royals,Washington Sundar,,"Zayed Cricket Stadium, Abu Dhabi",Powerplay,0,12.48941500450466,21.584514112986206,39.08936704226782,0
Royal Challengers Bangalore,KL Rahul,rhb,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",MiddleOvers,0,9.044563655038404,14.099933523408712,23.755800231830083,1
Chennai Super Kings,PVD Chameera,lhb,"Barsapara Cricket Stadium, Guwahati",DeathOvers,0,8.387856716319257,12.138173879906004,32.729364240655045,1
Gujarat Titans,MP Stoinis,lhb,"Arun Jaitley Stadium, Delhi",MiddleOvers,1,8.06379424355605,24.582098330650144,57.562950300855995,1
Mumbai Indians,RJ Gleeson,rhb,"Zayed Cricket Stadium, Abu Dhabi",MiddleOvers,0,8.865094050743783,9.64595588986884,58.369342086872294,1
Royal Challengers Bangalore,DJ Hooda,,"Maharashtra Cricket Association Stadium, Pune",Powerplay,2,5.2278828640343935,23.12829064957132,36.76946204176191,1
Delhi Capitals,Shivam Mavi,rhb,Dubai International Cricket Stadium,Powerplay,0,9.51851622313745,30.0,48.793376181189906,0
Delhi Capitals,T Stubbs,rhb,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",MiddleOvers,0,8.6696561255684,16.157583755570624,10.0,0
Royal Challengers Bangalore,V Shankar,rhb,"Barsapara Cricket Stadium, Guwahati",DeathOvers,0,6.2894308332358415,21.417925824487316,38.26850773652525,0
Punjab Kings,RV Uthappa,rhb,"Barsapara Cricket Stadium, Guwahati",Powerplay,0,9.906751325574351,15.63090008235524,10.219152011249598,0
Royal Challengers Bengaluru,LB Williams,rhb,Sharjah Cricket Stadium,Powerplay,1,8.519116408740688,19.91887964638135,49.28870081776585,1
Lucknow Super Giants,CJ Jordan,lhb,"Brabourne Stadium, Mumbai",MiddleOvers,0,11.624463595167441,10.988035396821935,58.77565372556927,1
Kings XI Punjab,AM Rahane,rhb,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",MiddleOvers,0,7.536492908553292,12.765139212019662,60.00050686210071,1
Sunrisers Hyderabad,DJ Malan,lhb,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Powerplay,0,8.900841410321014,16.522016598918228,39.32358055036569,0
Rajasthan Royals,PBB Rajapaksa,rhb,"Barsapara Cricket Stadium, Guwahati",DeathOvers,0,9.535101644060866,21.486901681228574,79.45246799505847,0
Punjab Kings,DL Chahar,rhb,"Zayed Cricket Stadium, Abu Dhabi",MiddleOvers,1,7.254707544137482,16.157011334720618,53.37949693688522,1
Rajasthan Royals,VR Aaron,,Dubai International Cricket Stadium,DeathOvers,1,10.989610443110118,16.981501828352513,51.84333974764606,1
Kolkata Knight Riders,I Udana,,"Wankhede Stadium, Mumbai",DeathOvers,0,9.667001245822691,21.777956118767257,39.47597195623649,0
Gujarat Titans,CJ Jordan,lhb,Sheikh Zayed Stadium,DeathOvers,0,7.864653623648411,17.90281205120499,59.8866508338688,0
Kings XI Punjab,WG Jacks,lhb,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Powerplay,0,13.080711887215942,24.41632780217757,61.54857802565766,0
Royal Challengers Bengaluru,Swapnil Singh,lhb,"M Chinnaswamy Stadium, Bengaluru",Powerplay,0,12.0050818261209,21.89311260565772,55.173036538785055,0
Lucknow Super Giants,Naman Dhir,lhb,"Barsapara Cricket Stadium, Guwahati",MiddleOvers,0,6.572842688907237,21.512348249880823,27.045172241256658,1
Lucknow Super Giants,DA Miller,lhb,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",MiddleOvers,0,4.311123920426621,13.204137598068556,31.972760585069636,1
Kings XI Punjab,CR Woakes,lhb,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Powerplay,0,11.343293807683944,16.129624961780728,57.67762740242627,0
Royal Challengers Bengaluru,AF Milne,,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",MiddleOvers,0,7.065821343945889,21.0196990205009,20.73318662711226,0
Royal Challengers Bengaluru,Ishan Kishan,,"Maharashtra Cricket Association Stadium, Pune",MiddleOvers,0,5.91748522872787,15.484750182727284,68.64347005380066,0
Chennai Super Kings,RP Meredith,rhb,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Powerplay,1,8.897900902465251,18.256692630336463,24.58417485208973,1
Sunrisers Hyderabad,Ashutosh Sharma,rhb,"Narendra Modi Stadium, Ahmedabad",DeathOvers,0,9.703941076033155,22.573378631574798,24.169268151471446,0
Punjab Kings,AJ Turner,,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",DeathOvers,1,8.393857980163244,13.294025192663838,72.75834748296951,1
Punjab Kings,R Sanjay Yadav,,"MA Chidambaram Stadium, Chepauk, Chennai",MiddleOvers,0,9.562447541561646,8.23340251736961,46.03160123319489,1
Gujarat Titans,D Pretorius,rhb,"Narendra Modi Stadium, Ahmedabad",MiddleOvers,0,14.0,18.85779670063144,35.617053979426444,0
Sunrisers Hyderabad,A Kamboj,,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",MiddleOvers,1,7.794341943945656,18.354858162804717,47.71833762720855,1
Royal Challengers Bangalore,RV Patel,rhb,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",DeathOvers,0,9.613359103189863,20.77336198400052,18.010084239210325,0
Delhi Capitals,MC Henriques,rhb,Sheikh Zayed Stadium,Powerplay,0,5.196007650964829,8.0,44.24731872832472,1
Rajasthan Royals,RD Gaikwad,,"M Chinnaswamy Stadium, Bengaluru",Powerplay,0,11.70031669175009,21.607364824867293,33.951331458360414,0
Royal Challengers Bengaluru,DP Conway,rhb,"Eden Gardens, Kolkata",Powerplay,0,4.0,12.571968591073858,51.480269410182856,1
Mumbai Indians,TK Curran,,"M Chinnaswamy Stadium, Bengaluru",MiddleOvers,0,6.526717434050485,19.615405503229507,38.12904796046738,0
Royal Challengers Bengaluru,RV Patel,,"Wankhede Stadium, Mumbai",MiddleOvers,0,5.406223090743522,21.13632768737907,21.971537730009718,1
Rajasthan Royals,V Viyaskanth,,"Dr DY Patil Sports Academy, Mumbai",Powerplay,0,11.700163319308093,18.835823109057035,16.151464706953796,0
Lucknow Super Giants,R Dhawan,,"Sawai Mansingh Stadium, Jaipur",MiddleOvers,2,10.609427067163377,18.116225791396765,53.15978176489983,1
Mumbai Indians,Harshit Rana,rhb,Sharjah Cricket Stadium,DeathOvers,0,13.064296502478122,19.24551917876869,25.823994422871845,0
Royal Challengers Bengaluru,KA Jamieson,lhb,"Eden Gardens, Kolkata",MiddleOvers,0,7.28645675418355,16.162167914004453,60.89745833149827,0
Mumbai Indians,Azmatullah Omarzai,,Dubai International Cricket Stadium,MiddleOvers,0,9.603722380410112,16.707543186380647,46.40534405816171,0
Punjab Kings,R Sanjay Yadav,lhb,"Maharashtra Cricket Association Stadium, Pune",Powerplay,2,7.885894139701376,17.201885649721525,47.926396826676054,1
Punjab Kings,PJ Sangwan,lhb,"Barsapara Cricket Stadium, Guwahati",MiddleOvers,1,4.0,9.882093877854293,45.81972631118587,1
Royal Challengers Bengaluru,MR Marsh,rhb,Sharjah Cricket Stadium,Powerplay,0,7.585953627972129,22.672350113374094,16.84137716493859,0
Gujarat Titans,R Tewatia,rhb,"Sawai Mansingh Stadium, Jaipur",DeathOvers,0,6.581502157558318,27.30879520078018,40.972732633228674,0
Mumbai Indians,KM Jadhav,,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",Powerplay,0,6.321332101742895,21.33713142763414,44.10107932049762,0
Mumbai Indians,Tanush Kotian,lhb,"MA Chidambaram Stadium, Chepauk, Chennai",DeathOvers,0,8.579445438472968,22.526688333926565,57.72006224452501,0
Gujarat Titans,TL Seifert,,"Zayed Cricket Stadium, Abu Dhabi",MiddleOvers,0,4.807556555775734,25.423519376395884,53.39479237962185,0
Gujarat Titans,P Dubey,,Dubai International Cricket Stadium,DeathOvers,1,4.0,14.358686766738193,28.090608045519037,1
Chennai Super Kings,Harshit Rana,rhb,"MA Chidambaram Stadium, Chepauk, Chennai",MiddleOvers,1,12.15328590476202,8.0,39.643865814669184,1
Chennai Super Kings,WG Jacks,rhb,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",MiddleOvers,1,5.931445719845874,14.95503075059494,41.22947285211126,1
Mumbai Indians,G Coetzee,rhb,"Zayed Cricket Stadium, Abu Dhabi",MiddleOvers,0,10.193940321446863,19.064069240632396,33.03756948966215,0
Delhi Capitals,RA Jadeja,lhb,"M Chinnaswamy Stadium, Bengaluru",DeathOvers,0,6.445463336586804,22.719794412486916,36.1451517153888,0
Sunrisers Hyderabad,MK Pandey,rhb,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Powerplay,0,9.63993060031225,15.967636195267636,40.569663831654786,0
Sunrisers Hyderabad,RD Gaikwad,rhb,"Dr DY Patil Sports Academy, Mumbai",Powerplay,1,9.774284516664434,17.870080758009045,58.64618265200386,1
Rajasthan Royals,Rashid Khan,lhb,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Powerplay,0,8.66091249749743,17.010230312118395,66.32824044710813,0
Royal Challengers Bangalore,VG Arora,rhb,"Narendra Modi Stadium, Ahmedabad",MiddleOvers,0,10.23508197328345,26.096797535599716,33.85524864066616,0
Royal Challengers Bengaluru,Kartik Tyagi,rhb,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",DeathOvers,1,12.020957197722403,20.056845663090666,39.87788148549544,1
Kings XI Punjab,Sandeep Sharma,lhb,"MA Chidambaram Stadium, Chepauk, Chennai",Powerplay,0,8.732863426038547,14.955354700389108,33.57089095704919,1
Royal Challengers Bengaluru,Abhishek Sharma,lhb,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",MiddleOvers,0,10.318348980222618,28.797898280443704,65.21975835599676,0
Chennai Super Kings,WG Jacks,,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",MiddleOvers,2,7.885014728063087,18.938693659896796,53.44223344888029,1
Royal Challengers Bangalore,MA Wood,lhb,Sharjah Cricket Stadium,DeathOvers,0,6.451343303374681,14.70946926374296,72.6347592697656,1
Mumbai Indians,MM Ali,rhb,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",MiddleOvers,0,8.271958676427474,19.136542430094604,60.941290427811914,0
Kolkata Knight Riders,DS Kulkarni,rhb,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",MiddleOvers,1,10.320337646257371,13.722764324314477,49.06245984475003,1
Gujarat Titans,PJ Cummins,rhb,"Arun Jaitley Stadium, Delhi",Powerplay,1,9.747884744159208,13.920748204305161,29.03287008951265,1
Delhi Capitals,AA Kulkarni,lhb,"Maharashtra Cricket Association Stadium, Pune",Powerplay,0,8.845538289714709,15.894187755667385,60.760932346111744,0
Kings XI Punjab,EJG Morgan,,"Himachal Pradesh Cricket Association Stadium, Dharamsala",DeathOvers,0,7.119541788464106,22.188513702677863,38.96808152185514,0
Lucknow Super Giants,T Stubbs,lhb,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",DeathOvers,0,4.121555565021886,14.97932989425836,20.36035279975949,1
Royal Challengers Bangalore,DW Steyn,,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Powerplay,0,7.369771324650463,14.957477264125668,50.58024531242673,1
Chennai Super Kings,DJ Willey,lhb,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Powerplay,1,6.0888019075138855,22.144271430242892,43.341809584252694,1
Lucknow Super Giants,Avesh Khan,rhb,"Himachal Pradesh Cricket Association Stadium, Dharamsala",MiddleOvers,0,9.297243009063584,26.387527242898507,47.8968131747004,0
Punjab Kings,LS Livingstone,lhb,Sheikh Zayed Stadium,MiddleOvers,1,8.041406072468757,17.200307832838305,43.857566350697525,1
Royal Challengers Bangalore,AS Roy,lhb,"Himachal Pradesh Cricket Association Stadium, Dharamsala",MiddleOvers,0,13.512677531416433,19.890231399573793,38.89149007755375,0
Royal Challengers Bengaluru,Fazalhaq Farooqi,,Sheikh Zayed Stadium,MiddleOvers,0,6.751250893621498,20.733222765614002,49.56834518343926,0
Royal Challengers Bengaluru,I Udana,rhb,"Sawai Mansingh Stadium, Jaipur",MiddleOvers,0,9.244330433768294,25.67947508530461,58.434739345548934,0
Kolkata Knight Riders,CR Woakes,lhb,"Barsapara Cricket Stadium, Guwahati",Powerplay,0,9.742524319449974,8.760440545036378,47.09087508101763,1
Chennai Super Kings,SK Raina,,"Himachal Pradesh Cricket Association Stadium, Dharamsala",MiddleOvers,0,10.757543711449586,15.163612561943737,45.50925224484007,0
Delhi Capitals,Mohammed Shami,lhb,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Powerplay,1,8.795055264329804,11.415519221565066,40.26263878327303,1
Royal Challengers Bangalore,R Sanjay Yadav,,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",DeathOvers,0,10.835381913757908,19.972140018748163,52.32328248834687,0
Kings XI Punjab,SP Goswami,lhb,"Dr DY Patil Sports Academy, Mumbai",Powerplay,0,11.837771921243087,14.794788107795508,53.776196597192104,1
Chennai Super Kings,DA Warner,lhb,"Brabourne Stadium, Mumbai",DeathOvers,0,7.13762918982631,9.297676671499175,47.590052392727515,1
Gujarat Titans,SR Watson,,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Powerplay,1,4.0,18.585501279101827,45.05853740379907,1
Kolkata Knight Riders,J Yadav,lhb,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",DeathOvers,1,10.518399950588812,14.932072220642574,17.873273711471125,1
Rajasthan Royals,SN Khan,,"M Chinnaswamy Stadium, Bengaluru",DeathOvers,0,8.715061826127165,22.95207308899508,44.20738904389932,0
Lucknow Super Giants,Lalit Yadav,lhb,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",DeathOvers,1,11.117188032202844,13.311770458645878,52.19433045244145,1
Chennai Super Kings,RM Patidar,lhb,"Zayed Cricket Stadium, Abu Dhabi",DeathOvers,0,11.254074918671252,22.430130712535806,35.99710279039172,0
Punjab Kings,T Shamsi,,"Wankhede Stadium, Mumbai",Powerplay,0,4.551346352109796,11.286251521901535,23.911310480796832,1
Mumbai Indians,Tilak Varma,rhb,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",MiddleOvers,0,8.091324183677514,10.206486298134385,36.76869755925125,1
Gujarat Titans,A Zampa,lhb,"Eden Gardens, Kolkata",MiddleOvers,0,10.417614252978888,21.554259295240726,45.481826225139685,0
Gujarat Titans,AR Patel,rhb,Sheikh Zayed Stadium,MiddleOvers,0,10.582043955182066,19.097435525497723,51.654197116471316,0
Delhi Capitals,Dhruv Jurel,rhb,Sheikh Zayed Stadium,DeathOvers,1,6.478853785663921,13.344139515660622,21.56671085670121,1
Punjab Kings,A Badoni,rhb,"Barsapara Cricket Stadium, Guwahati",DeathOvers,0,7.9031952982860805,10.936433735655074,54.4731338719275,1
Delhi Capitals,HE van der Dussen,rhb,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",DeathOvers,1,6.188839803239816,18.919827301878723,32.45719274274487,1
Royal Challengers Bengaluru,JJ Bumrah,rhb,"M Chinnaswamy Stadium, Bengaluru",MiddleOvers,0,11.940269490336473,19.822200816489968,69.19261685355107,0
Royal Challengers Bengaluru,KL Nagarkoti,,"MA Chidambaram Stadium, Chepauk, Chennai",DeathOvers,0,8.89976888216802,20.10053384277801,69.40832162797938,0
Delhi Capitals,AT Carey,,"Brabourne Stadium, Mumbai",DeathOvers,1,7.876833824754904,21.326111794158038,46.33887936401974,1
Gujarat Titans,OF Smith,,"Dr DY Patil Sports Academy, Mumbai",DeathOvers,1,7.324711988613275,12.012966745619368,41.70184139321508,1
Chennai Super Kings,Yash Dayal,,"MA Chidambaram Stadium, Chepauk, Chennai",Powerplay,2,9.548001861301305,21.328575878330412,57.39127143356406,1
Chennai Super Kings,Abdul Basith,,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Powerplay,0,8.664023062617193,15.40884088912609,55.906097117951546,0
Royal Challengers Bangalore,KK Nair,,Dubai International Cricket Stadium,Powerplay,0,5.6796216850736085,12.722711987387438,25.29788495641006,1
Kolkata Knight Riders,CH Gayle,lhb,"Arun Jaitley Stadium, Delhi",MiddleOvers,0,10.173866601504212,15.711148826742333,61.123749897944236,0
Kings XI Punjab,LB Williams,rhb,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",MiddleOvers,2,7.385458922437896,16.876942253776303,46.57817129813514,1
Lucknow Super Giants,SPD Smith,rhb,"Wankhede Stadium, Mumbai",DeathOvers,0,10.185380104652427,10.128370434311389,27.710795948307787,1
Lucknow Super Giants,MJ Santner,,"Barsapara Cricket Stadium, Guwahati",Powerplay,0,12.551768797960495,18.551417376544137,46.18373612338541,0
Rajasthan Royals,MS Wade,,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",MiddleOvers,0,6.024805574158846,24.436445302375624,64.57397661721616,0
