Bowler,venue,BattingTeam,Phase,Batter,Innings,winner,TotalRuns,ExtrasRuns,WicketDeliveries,Balls,Boundaries,WinLoss,battingStyles_x,bowlingStyles,longBowlingStyles,EconomyRate,StrikeRate,BoundaryPercentage,Selected,Year
GJ Maxwell,"Brabourne Stadium, Mumbai",Punjab Kings,Powerplay,S Dhawan,1,Punjab Kings,8,1,1.0,6,1,0,lhb,ob,right-arm offbreak,8.0,6.0,16.666666666666664,1,2021
GJ Maxwell,"Dr DY Patil Sports Academy, Mumbai",Chennai Super Kings,MiddleOvers,RV Uthappa,1,Chennai Super Kings,19,0,0.0,7,3,0,,ob,right-arm offbreak,16.285714285714285,inf,42.85714285714285,0,2021
GJ Maxwell,"Dr DY Patil Sports Academy, Mumbai",Chennai Super Kings,MiddleOvers,S Dube,1,Chennai Super Kings,8,0,0.0,5,1,0,lhb,ob,right-arm offbreak,9.6,inf,20.0,0,2021
GJ Maxwell,"Dr DY Patil Sports Academy, Mumbai",Chennai Super Kings,Powerplay,MM Ali,1,Chennai Super Kings,0,0,0.0,2,0,0,lhb,ob,right-arm offbreak,0.0,inf,0.0,1,2021
GJ Maxwell,"Dr DY Patil Sports Academy, Mumbai",Chennai Super Kings,Powerplay,RV Uthappa,1,Chennai Super Kings,1,0,0.0,2,0,0,,ob,right-arm offbreak,3.0,inf,0.0,1,2021
GJ Maxwell,"Dr DY Patil Sports Academy, Mumbai",Chennai Super Kings,Powerplay,S Dube,1,Chennai Super Kings,1,0,0.0,2,0,0,lhb,ob,right-arm offbreak,3.0,inf,0.0,1,2021
GJ Maxwell,"Dr DY Patil Sports Academy, Mumbai",Lucknow Super Giants,MiddleOvers,A Badoni,2,Royal Challengers Bangalore,1,0,0.0,1,0,1,rhb,ob,right-arm offbreak,6.0,inf,0.0,1,2021
GJ Maxwell,"Dr DY Patil Sports Academy, Mumbai",Lucknow Super Giants,MiddleOvers,KH Pandya,2,Royal Challengers Bangalore,4,0,1.0,4,1,1,lhb,ob,right-arm offbreak,6.0,4.0,25.0,1,2021
GJ Maxwell,"Dr DY Patil Sports Academy, Mumbai",Lucknow Super Giants,MiddleOvers,MP Stoinis,2,Royal Challengers Bangalore,1,0,0.0,1,0,1,rhb,ob,right-arm offbreak,6.0,inf,0.0,1,2021
GJ Maxwell,"Dr DY Patil Sports Academy, Mumbai",Lucknow Super Giants,Powerplay,KL Rahul,2,Royal Challengers Bangalore,4,1,0.0,6,0,1,rhb,ob,right-arm offbreak,4.0,inf,0.0,1,2021
GJ Maxwell,"Dr DY Patil Sports Academy, Mumbai",Lucknow Super Giants,Powerplay,Q de Kock,2,Royal Challengers Bangalore,1,0,0.0,1,0,1,lhb,ob,right-arm offbreak,6.0,inf,0.0,1,2021
GJ Maxwell,Dubai International Cricket Stadium,Delhi Capitals,MiddleOvers,MP Stoinis,1,Kings XI Punjab,1,0,0.0,1,0,1,rhb,ob,right-arm offbreak,6.0,inf,0.0,1,2021
GJ Maxwell,Dubai International Cricket Stadium,Delhi Capitals,MiddleOvers,RR Pant,1,Kings XI Punjab,6,0,1.0,9,0,1,lhb,ob,right-arm offbreak,4.0,9.0,0.0,1,2021
GJ Maxwell,Dubai International Cricket Stadium,Delhi Capitals,MiddleOvers,S Dhawan,1,Kings XI Punjab,11,0,0.0,8,1,1,lhb,ob,right-arm offbreak,8.25,inf,12.5,0,2021
GJ Maxwell,Dubai International Cricket Stadium,Delhi Capitals,Powerplay,PP Shaw,1,Kings XI Punjab,1,0,0.0,1,0,1,rhb,ob,right-arm offbreak,6.0,inf,0.0,1,2021
GJ Maxwell,Dubai International Cricket Stadium,Delhi Capitals,Powerplay,PP Shaw,1,Royal Challengers Bangalore,14,2,0.0,12,1,1,rhb,ob,right-arm offbreak,7.0,inf,8.333333333333332,0,2021
GJ Maxwell,Dubai International Cricket Stadium,Delhi Capitals,Powerplay,S Dhawan,1,Kings XI Punjab,12,0,0.0,5,2,1,lhb,ob,right-arm offbreak,14.4,inf,40.0,0,2021
GJ Maxwell,Dubai International Cricket Stadium,Delhi Capitals,Powerplay,S Dhawan,1,Royal Challengers Bangalore,15,0,0.0,8,2,1,lhb,ob,right-arm offbreak,11.25,inf,25.0,0,2021
GJ Maxwell,Dubai International Cricket Stadium,Mumbai Indians,MiddleOvers,Ishan Kishan,2,Royal Challengers Bangalore,3,0,0.0,6,0,1,lhb,ob,right-arm offbreak,3.0,inf,0.0,1,2021
GJ Maxwell,Dubai International Cricket Stadium,Mumbai Indians,MiddleOvers,KA Pollard,2,Royal Challengers Bangalore,2,0,0.0,3,0,1,,ob,right-arm offbreak,4.0,inf,0.0,1,2021
GJ Maxwell,Dubai International Cricket Stadium,Mumbai Indians,MiddleOvers,KH Pandya,2,Royal Challengers Bangalore,2,0,1.0,5,0,1,lhb,ob,right-arm offbreak,2.4,5.0,0.0,1,2021
GJ Maxwell,Dubai International Cricket Stadium,Mumbai Indians,MiddleOvers,RG Sharma,2,Royal Challengers Bangalore,12,1,1.0,7,1,1,rhb,ob,right-arm offbreak,10.285714285714285,7.0,14.285714285714285,1,2021
GJ Maxwell,Dubai International Cricket Stadium,Mumbai Indians,MiddleOvers,SA Yadav,2,Royal Challengers Bangalore,4,0,0.0,4,0,1,rhb,ob,right-arm offbreak,6.0,inf,0.0,1,2021
GJ Maxwell,Dubai International Cricket Stadium,Rajasthan Royals,MiddleOvers,E Lewis,1,Royal Challengers Bangalore,3,0,0.0,4,0,1,,ob,right-arm offbreak,4.5,inf,0.0,1,2021
GJ Maxwell,Dubai International Cricket Stadium,Rajasthan Royals,MiddleOvers,YBK Jaiswal,1,Royal Challengers Bangalore,1,0,0.0,2,0,1,lhb,ob,right-arm offbreak,3.0,inf,0.0,1,2021
GJ Maxwell,Dubai International Cricket Stadium,Rajasthan Royals,Powerplay,E Lewis,1,Royal Challengers Bangalore,6,0,0.0,3,1,1,,ob,right-arm offbreak,12.0,inf,33.33333333333333,0,2021
GJ Maxwell,Dubai International Cricket Stadium,Rajasthan Royals,Powerplay,YBK Jaiswal,1,Royal Challengers Bangalore,7,0,0.0,3,1,1,lhb,ob,right-arm offbreak,14.0,inf,33.33333333333333,0,2021
GJ Maxwell,Dubai International Cricket Stadium,Royal Challengers Bangalore,MiddleOvers,Navdeep Saini,2,Kings XI Punjab,1,0,0.0,2,0,1,,ob,right-arm offbreak,3.0,inf,0.0,1,2021
GJ Maxwell,Dubai International Cricket Stadium,Royal Challengers Bangalore,MiddleOvers,S Dube,2,Kings XI Punjab,1,0,1.0,3,0,1,lhb,ob,right-arm offbreak,2.0,3.0,0.0,1,2021
GJ Maxwell,Dubai International Cricket Stadium,Royal Challengers Bangalore,MiddleOvers,Washington Sundar,2,Kings XI Punjab,8,0,0.0,7,1,1,lhb,ob,right-arm offbreak,6.857142857142857,inf,14.285714285714285,1,2021
GJ Maxwell,Dubai International Cricket Stadium,Sunrisers Hyderabad,MiddleOvers,DA Warner,1,Sunrisers Hyderabad,1,0,0.0,1,0,0,lhb,ob,right-arm offbreak,6.0,inf,0.0,1,2021
GJ Maxwell,Dubai International Cricket Stadium,Sunrisers Hyderabad,MiddleOvers,JM Bairstow,1,Sunrisers Hyderabad,19,0,0.0,5,3,0,rhb,ob,right-arm offbreak,22.8,inf,60.0,0,2021
GJ Maxwell,Dubai International Cricket Stadium,Sunrisers Hyderabad,Powerplay,DA Warner,1,Sunrisers Hyderabad,3,0,0.0,4,0,0,lhb,ob,right-arm offbreak,4.5,inf,0.0,1,2021
GJ Maxwell,Dubai International Cricket Stadium,Sunrisers Hyderabad,Powerplay,JM Bairstow,1,Sunrisers Hyderabad,3,0,0.0,2,0,0,rhb,ob,right-arm offbreak,9.0,inf,0.0,0,2021
GJ Maxwell,"M Chinnaswamy Stadium, Bengaluru",Chennai Super Kings,DeathOvers,MM Ali,1,Chennai Super Kings,1,0,0.0,1,0,0,lhb,ob,right-arm offbreak,6.0,inf,0.0,1,2021
GJ Maxwell,"M Chinnaswamy Stadium, Bengaluru",Chennai Super Kings,DeathOvers,MS Dhoni,1,Chennai Super Kings,1,0,0.0,1,0,0,rhb,ob,right-arm offbreak,6.0,inf,0.0,1,2021
GJ Maxwell,"M Chinnaswamy Stadium, Bengaluru",Chennai Super Kings,DeathOvers,RA Jadeja,1,Chennai Super Kings,7,1,1.0,3,1,0,lhb,ob,right-arm offbreak,14.0,3.0,33.33333333333333,1,2021
GJ Maxwell,"M Chinnaswamy Stadium, Bengaluru",Chennai Super Kings,MiddleOvers,DP Conway,1,Chennai Super Kings,2,0,0.0,2,0,0,lhb,ob,right-arm offbreak,6.0,inf,0.0,1,2021
GJ Maxwell,"M Chinnaswamy Stadium, Bengaluru",Chennai Super Kings,MiddleOvers,R Ravindra,2,Royal Challengers Bengaluru,5,0,0.0,6,0,1,lhb,ob,right-arm offbreak,5.0,inf,0.0,1,2021
GJ Maxwell,"M Chinnaswamy Stadium, Bengaluru",Chennai Super Kings,MiddleOvers,S Dube,1,Chennai Super Kings,8,0,0.0,4,1,0,lhb,ob,right-arm offbreak,12.0,inf,25.0,0,2021
GJ Maxwell,"M Chinnaswamy Stadium, Bengaluru",Chennai Super Kings,MiddleOvers,S Dube,2,Royal Challengers Bengaluru,4,0,0.0,6,0,1,lhb,ob,right-arm offbreak,4.0,inf,0.0,1,2021
GJ Maxwell,"M Chinnaswamy Stadium, Bengaluru",Chennai Super Kings,Powerplay,AM Rahane,1,Chennai Super Kings,1,0,0.0,1,0,0,rhb,ob,right-arm offbreak,6.0,inf,0.0,1,2021
GJ Maxwell,"M Chinnaswamy Stadium, Bengaluru",Chennai Super Kings,Powerplay,AM Rahane,2,Royal Challengers Bengaluru,2,0,0.0,3,0,1,rhb,ob,right-arm offbreak,4.0,inf,0.0,1,2021
GJ Maxwell,"M Chinnaswamy Stadium, Bengaluru",Chennai Super Kings,Powerplay,DJ Mitchell,2,Royal Challengers Bengaluru,7,5,0.0,3,1,1,rhb,ob,right-arm offbreak,14.0,inf,33.33333333333333,0,2021
GJ Maxwell,"M Chinnaswamy Stadium, Bengaluru",Chennai Super Kings,Powerplay,DP Conway,1,Chennai Super Kings,8,0,0.0,5,1,0,lhb,ob,right-arm offbreak,9.6,inf,20.0,0,2021
GJ Maxwell,"M Chinnaswamy Stadium, Bengaluru",Chennai Super Kings,Powerplay,R Ravindra,2,Royal Challengers Bengaluru,7,0,0.0,6,1,1,lhb,ob,right-arm offbreak,7.0,inf,16.666666666666664,0,2021
GJ Maxwell,"M Chinnaswamy Stadium, Bengaluru",Chennai Super Kings,Powerplay,RD Gaikwad,2,Royal Challengers Bengaluru,0,0,1.0,1,0,1,rhb,ob,right-arm offbreak,0.0,1.0,0.0,1,2021
GJ Maxwell,"M Chinnaswamy Stadium, Bengaluru",Lucknow Super Giants,MiddleOvers,D Padikkal,1,Lucknow Super Giants,2,0,0.0,3,0,0,lhb,ob,right-arm offbreak,4.0,inf,0.0,1,2021
GJ Maxwell,"M Chinnaswamy Stadium, Bengaluru",Lucknow Super Giants,MiddleOvers,MP Stoinis,1,Lucknow Super Giants,7,0,1.0,3,1,0,rhb,ob,right-arm offbreak,14.0,3.0,33.33333333333333,1,2021
GJ Maxwell,"M Chinnaswamy Stadium, Bengaluru",Lucknow Super Giants,MiddleOvers,N Pooran,1,Lucknow Super Giants,0,0,0.0,1,0,0,lhb,ob,right-arm offbreak,0.0,inf,0.0,1,2021
GJ Maxwell,"M Chinnaswamy Stadium, Bengaluru",Lucknow Super Giants,MiddleOvers,Q de Kock,1,Lucknow Super Giants,2,0,0.0,5,0,0,lhb,ob,right-arm offbreak,2.4,inf,0.0,1,2021
GJ Maxwell,"M Chinnaswamy Stadium, Bengaluru",Lucknow Super Giants,Powerplay,D Padikkal,1,Lucknow Super Giants,1,0,0.0,3,0,0,lhb,ob,right-arm offbreak,2.0,inf,0.0,1,2021
GJ Maxwell,"M Chinnaswamy Stadium, Bengaluru",Lucknow Super Giants,Powerplay,KL Rahul,1,Lucknow Super Giants,9,1,1.0,7,1,0,rhb,ob,right-arm offbreak,7.7142857142857135,7.0,14.285714285714285,1,2021
GJ Maxwell,"M Chinnaswamy Stadium, Bengaluru",Lucknow Super Giants,Powerplay,Q de Kock,1,Lucknow Super Giants,2,0,0.0,3,0,0,lhb,ob,right-arm offbreak,4.0,inf,0.0,1,2021
GJ Maxwell,"M Chinnaswamy Stadium, Bengaluru",Mumbai Indians,MiddleOvers,N Wadhera,1,Royal Challengers Bangalore,3,0,0.0,2,0,1,lhb,ob,right-arm offbreak,9.0,inf,0.0,0,2021
GJ Maxwell,"M Chinnaswamy Stadium, Bengaluru",Mumbai Indians,MiddleOvers,Tilak Varma,1,Royal Challengers Bangalore,13,1,0.0,5,2,1,,ob,right-arm offbreak,15.6,inf,40.0,0,2021
GJ Maxwell,"M Chinnaswamy Stadium, Bengaluru",Punjab Kings,MiddleOvers,JM Sharma,1,Royal Challengers Bengaluru,2,0,0.0,3,0,1,rhb,ob,right-arm offbreak,4.0,inf,0.0,1,2021
GJ Maxwell,"M Chinnaswamy Stadium, Bengaluru",Punjab Kings,MiddleOvers,LS Livingstone,1,Royal Challengers Bengaluru,13,0,0.0,6,2,1,rhb,ob,right-arm offbreak,13.0,inf,33.33333333333333,0,2021
GJ Maxwell,"M Chinnaswamy Stadium, Bengaluru",Punjab Kings,MiddleOvers,P Simran Singh,1,Royal Challengers Bengaluru,6,0,1.0,3,1,1,,ob,right-arm offbreak,12.0,3.0,33.33333333333333,1,2021
GJ Maxwell,"M Chinnaswamy Stadium, Bengaluru",Punjab Kings,MiddleOvers,S Dhawan,1,Royal Challengers Bengaluru,6,0,1.0,4,1,1,lhb,ob,right-arm offbreak,9.0,4.0,25.0,1,2021
GJ Maxwell,"M Chinnaswamy Stadium, Bengaluru",Punjab Kings,MiddleOvers,SM Curran,1,Royal Challengers Bengaluru,2,0,0.0,2,0,1,lhb,ob,right-arm offbreak,6.0,inf,0.0,1,2021
GJ Maxwell,"M Chinnaswamy Stadium, Bengaluru",Rajasthan Royals,MiddleOvers,D Padikkal,2,Royal Challengers Bangalore,2,0,0.0,2,0,1,lhb,ob,right-arm offbreak,6.0,inf,0.0,1,2021
GJ Maxwell,"M Chinnaswamy Stadium, Bengaluru",Rajasthan Royals,MiddleOvers,YBK Jaiswal,2,Royal Challengers Bangalore,12,0,0.0,4,2,1,lhb,ob,right-arm offbreak,18.0,inf,50.0,0,2021
GJ Maxwell,"M Chinnaswamy Stadium, Bengaluru",Rajasthan Royals,Powerplay,D Padikkal,2,Royal Challengers Bangalore,5,0,0.0,2,1,1,lhb,ob,right-arm offbreak,15.0,inf,50.0,0,2021
GJ Maxwell,"M Chinnaswamy Stadium, Bengaluru",Rajasthan Royals,Powerplay,YBK Jaiswal,2,Royal Challengers Bangalore,6,0,0.0,4,1,1,lhb,ob,right-arm offbreak,9.0,inf,25.0,0,2021
GJ Maxwell,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings,MiddleOvers,RA Jadeja,2,Chennai Super Kings,7,0,0.0,3,1,0,lhb,ob,right-arm offbreak,14.0,inf,33.33333333333333,0,2021
GJ Maxwell,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings,MiddleOvers,S Dube,2,Chennai Super Kings,0,0,0.0,3,0,0,lhb,ob,right-arm offbreak,0.0,inf,0.0,1,2021
GJ Maxwell,"MA Chidambaram Stadium, Chepauk, Chennai",Kolkata Knight Riders,MiddleOvers,EJG Morgan,2,Royal Challengers Bangalore,15,0,0.0,7,2,1,,ob,right-arm offbreak,12.857142857142856,inf,28.57142857142857,0,2021
GJ Maxwell,"MA Chidambaram Stadium, Chepauk, Chennai",Kolkata Knight Riders,MiddleOvers,Shakib Al Hasan,2,Royal Challengers Bangalore,9,0,0.0,5,1,1,,ob,right-arm offbreak,10.8,inf,20.0,0,2021
GJ Maxwell,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",Chennai Super Kings,Powerplay,DP Conway,2,Punjab Kings,7,0,0.0,7,1,1,lhb,ob,right-arm offbreak,6.0,inf,14.285714285714285,1,2021
GJ Maxwell,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",Chennai Super Kings,Powerplay,R Ravindra,2,Punjab Kings,3,0,1.0,4,0,1,lhb,ob,right-arm offbreak,4.5,4.0,0.0,1,2021
GJ Maxwell,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",Chennai Super Kings,Powerplay,RD Gaikwad,2,Punjab Kings,1,0,0.0,1,0,1,rhb,ob,right-arm offbreak,6.0,inf,0.0,1,2021
GJ Maxwell,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",Kolkata Knight Riders,MiddleOvers,A Raghuvanshi,2,Punjab Kings,2,0,0.0,5,0,1,rhb,ob,right-arm offbreak,2.4,inf,0.0,1,2021
GJ Maxwell,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",Kolkata Knight Riders,MiddleOvers,AD Russell,2,Punjab Kings,0,0,0.0,2,0,1,rhb,ob,right-arm offbreak,0.0,inf,0.0,1,2021
GJ Maxwell,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",Kolkata Knight Riders,MiddleOvers,RK Singh,2,Punjab Kings,1,0,0.0,2,0,1,lhb,ob,right-arm offbreak,3.0,inf,0.0,1,2021
GJ Maxwell,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",Kolkata Knight Riders,MiddleOvers,VR Iyer,2,Punjab Kings,2,0,1.0,3,0,1,lhb,ob,right-arm offbreak,4.0,3.0,0.0,1,2021
GJ Maxwell,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",Rajasthan Royals,Powerplay,SV Samson,1,Rajasthan Royals,5,0,0.0,5,1,0,rhb,ob,right-arm offbreak,6.0,inf,20.0,1,2021
GJ Maxwell,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",Rajasthan Royals,Powerplay,YBK Jaiswal,1,Rajasthan Royals,1,0,0.0,1,0,0,lhb,ob,right-arm offbreak,6.0,inf,0.0,1,2021
GJ Maxwell,"Maharashtra Cricket Association Stadium, Pune",Chennai Super Kings,MiddleOvers,AT Rayudu,2,Royal Challengers Bangalore,3,0,1.0,4,0,1,,ob,right-arm offbreak,4.5,4.0,0.0,1,2021
GJ Maxwell,"Maharashtra Cricket Association Stadium, Pune",Chennai Super Kings,MiddleOvers,DP Conway,2,Royal Challengers Bangalore,11,0,0.0,10,1,1,lhb,ob,right-arm offbreak,6.6,inf,10.0,1,2021
GJ Maxwell,"Maharashtra Cricket Association Stadium, Pune",Chennai Super Kings,MiddleOvers,MM Ali,2,Royal Challengers Bangalore,8,0,0.0,8,1,1,lhb,ob,right-arm offbreak,6.0,inf,12.5,1,2021
GJ Maxwell,"Maharashtra Cricket Association Stadium, Pune",Chennai Super Kings,MiddleOvers,RV Uthappa,2,Royal Challengers Bangalore,0,0,1.0,2,0,1,,ob,right-arm offbreak,0.0,2.0,0.0,1,2021
GJ Maxwell,"Maharashtra Cricket Association Stadium, Pune",Rajasthan Royals,MiddleOvers,DJ Mitchell,1,Rajasthan Royals,2,0,0.0,4,0,0,rhb,ob,right-arm offbreak,3.0,inf,0.0,1,2021
GJ Maxwell,"Maharashtra Cricket Association Stadium, Pune",Rajasthan Royals,MiddleOvers,R Parag,1,Rajasthan Royals,2,0,0.0,2,0,0,rhb,ob,right-arm offbreak,6.0,inf,0.0,1,2021
GJ Maxwell,"Narendra Modi Stadium, Ahmedabad",Gujarat Titans,MiddleOvers,B Sai Sudharsan,1,Royal Challengers Bengaluru,9,0,0.0,5,1,1,lhb,ob,right-arm offbreak,10.8,inf,20.0,0,2021
GJ Maxwell,"Narendra Modi Stadium, Ahmedabad",Gujarat Titans,MiddleOvers,B Sai Sudharsan,2,Punjab Kings,8,0,0.0,3,1,1,lhb,ob,right-arm offbreak,16.0,inf,33.33333333333333,0,2021
GJ Maxwell,"Narendra Modi Stadium, Ahmedabad",Gujarat Titans,MiddleOvers,DA Miller,1,Royal Challengers Bengaluru,2,0,0.0,2,0,1,lhb,ob,right-arm offbreak,6.0,inf,0.0,1,2021
GJ Maxwell,"Narendra Modi Stadium, Ahmedabad",Gujarat Titans,MiddleOvers,JC Buttler,2,Punjab Kings,9,0,0.0,3,1,1,rhb,ob,right-arm offbreak,18.0,inf,33.33333333333333,0,2021
GJ Maxwell,"Narendra Modi Stadium, Ahmedabad",Gujarat Titans,MiddleOvers,M Shahrukh Khan,1,Royal Challengers Bengaluru,12,0,0.0,5,2,1,rhb,ob,right-arm offbreak,14.4,inf,40.0,0,2021
GJ Maxwell,"Narendra Modi Stadium, Ahmedabad",Gujarat Titans,Powerplay,B Sai Sudharsan,1,Royal Challengers Bengaluru,1,0,0.0,1,0,1,lhb,ob,right-arm offbreak,6.0,inf,0.0,1,2021
GJ Maxwell,"Narendra Modi Stadium, Ahmedabad",Gujarat Titans,Powerplay,B Sai Sudharsan,2,Punjab Kings,4,2,0.0,3,0,1,lhb,ob,right-arm offbreak,8.0,inf,0.0,0,2021
GJ Maxwell,"Narendra Modi Stadium, Ahmedabad",Gujarat Titans,Powerplay,JC Buttler,2,Punjab Kings,0,0,0.0,1,0,1,rhb,ob,right-arm offbreak,0.0,inf,0.0,1,2021
GJ Maxwell,"Narendra Modi Stadium, Ahmedabad",Gujarat Titans,Powerplay,M Shahrukh Khan,1,Royal Challengers Bengaluru,2,0,0.0,2,0,1,rhb,ob,right-arm offbreak,6.0,inf,0.0,1,2021
GJ Maxwell,"Narendra Modi Stadium, Ahmedabad",Gujarat Titans,Powerplay,Shubman Gill,1,Royal Challengers Bengaluru,2,0,1.0,3,0,1,rhb,ob,right-arm offbreak,4.0,3.0,0.0,1,2021
GJ Maxwell,"Narendra Modi Stadium, Ahmedabad",Gujarat Titans,Powerplay,Shubman Gill,2,Punjab Kings,6,0,1.0,3,1,1,rhb,ob,right-arm offbreak,12.0,3.0,33.33333333333333,1,2021
GJ Maxwell,"Narendra Modi Stadium, Ahmedabad",Rajasthan Royals,DeathOvers,JC Buttler,2,Rajasthan Royals,5,0,0.0,4,0,0,rhb,ob,right-arm offbreak,7.5,inf,0.0,0,2021
GJ Maxwell,"Narendra Modi Stadium, Ahmedabad",Rajasthan Royals,DeathOvers,SO Hetmyer,2,Rajasthan Royals,2,0,0.0,2,0,0,lhb,ob,right-arm offbreak,6.0,inf,0.0,1,2021
GJ Maxwell,"Narendra Modi Stadium, Ahmedabad",Rajasthan Royals,MiddleOvers,D Padikkal,2,Rajasthan Royals,2,0,0.0,3,0,0,lhb,ob,right-arm offbreak,4.0,inf,0.0,1,2021
GJ Maxwell,"Narendra Modi Stadium, Ahmedabad",Rajasthan Royals,MiddleOvers,JC Buttler,2,Rajasthan Royals,3,0,0.0,3,0,0,rhb,ob,right-arm offbreak,6.0,inf,0.0,1,2021
GJ Maxwell,"Narendra Modi Stadium, Ahmedabad",Rajasthan Royals,Powerplay,JC Buttler,2,Rajasthan Royals,4,0,0.0,4,0,0,rhb,ob,right-arm offbreak,6.0,inf,0.0,1,2021
GJ Maxwell,"Narendra Modi Stadium, Ahmedabad",Rajasthan Royals,Powerplay,YBK Jaiswal,2,Rajasthan Royals,1,0,0.0,2,0,0,lhb,ob,right-arm offbreak,3.0,inf,0.0,1,2021
GJ Maxwell,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Punjab Kings,Powerplay,P Simran Singh,2,Royal Challengers Bangalore,2,0,0.0,3,0,1,,ob,right-arm offbreak,4.0,inf,0.0,1,2021
GJ Maxwell,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Punjab Kings,Powerplay,SM Curran,2,Royal Challengers Bangalore,3,0,0.0,3,0,1,lhb,ob,right-arm offbreak,6.0,inf,0.0,1,2021
GJ Maxwell,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Sunrisers Hyderabad,MiddleOvers,Abhishek Sharma,2,Sunrisers Hyderabad,1,0,0.0,1,0,0,lhb,ob,right-arm offbreak,6.0,inf,0.0,1,2021
GJ Maxwell,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Sunrisers Hyderabad,MiddleOvers,TM Head,2,Sunrisers Hyderabad,13,0,0.0,5,2,0,lhb,ob,right-arm offbreak,15.6,inf,40.0,0,2021
GJ Maxwell,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Sunrisers Hyderabad,Powerplay,Abhishek Sharma,2,Sunrisers Hyderabad,21,1,0.0,9,3,0,lhb,ob,right-arm offbreak,14.0,inf,33.33333333333333,0,2021
GJ Maxwell,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Sunrisers Hyderabad,Powerplay,TM Head,2,Sunrisers Hyderabad,5,2,0.0,6,0,0,lhb,ob,right-arm offbreak,5.0,inf,0.0,1,2021
GJ Maxwell,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,MiddleOvers,A Zampa,2,Royal Challengers Bangalore,1,0,0.0,2,0,1,rhb,ob,right-arm offbreak,3.0,inf,0.0,1,2021
GJ Maxwell,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,MiddleOvers,SO Hetmyer,2,Royal Challengers Bangalore,2,0,1.0,3,0,1,lhb,ob,right-arm offbreak,4.0,3.0,0.0,1,2021
GJ Maxwell,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,MiddleOvers,Sandeep Sharma,2,Royal Challengers Bangalore,0,0,0.0,1,0,1,rhb,ob,right-arm offbreak,0.0,inf,0.0,1,2021
GJ Maxwell,Sharjah Cricket Stadium,Chennai Super Kings,MiddleOvers,AT Rayudu,2,Chennai Super Kings,14,0,0.0,7,2,0,,ob,right-arm offbreak,12.0,inf,28.57142857142857,0,2021
GJ Maxwell,Sharjah Cricket Stadium,Chennai Super Kings,MiddleOvers,F du Plessis,2,Chennai Super Kings,0,0,1.0,1,0,0,rhb,ob,right-arm offbreak,0.0,1.0,0.0,1,2021
GJ Maxwell,Sharjah Cricket Stadium,Chennai Super Kings,MiddleOvers,MM Ali,2,Chennai Super Kings,3,0,0.0,4,0,0,lhb,ob,right-arm offbreak,4.5,inf,0.0,1,2021
GJ Maxwell,Sharjah Cricket Stadium,Kolkata Knight Riders,MiddleOvers,KD Karthik,2,Kolkata Knight Riders,6,0,0.0,4,1,0,rhb,ob,right-arm offbreak,9.0,inf,25.0,0,2021
GJ Maxwell,Sharjah Cricket Stadium,Kolkata Knight Riders,MiddleOvers,N Rana,2,Kolkata Knight Riders,13,0,0.0,7,2,0,lhb,ob,right-arm offbreak,11.142857142857142,inf,28.57142857142857,0,2021
GJ Maxwell,Sharjah Cricket Stadium,Kolkata Knight Riders,MiddleOvers,SP Narine,2,Kolkata Knight Riders,2,0,0.0,2,0,0,lhb,ob,right-arm offbreak,6.0,inf,0.0,1,2021
GJ Maxwell,Sharjah Cricket Stadium,Kolkata Knight Riders,MiddleOvers,VR Iyer,2,Kolkata Knight Riders,4,0,0.0,5,0,0,lhb,ob,right-arm offbreak,4.8,inf,0.0,1,2021
GJ Maxwell,Sharjah Cricket Stadium,Kolkata Knight Riders,Powerplay,EJG Morgan,1,Kings XI Punjab,11,0,0.0,5,2,1,,ob,right-arm offbreak,13.2,inf,40.0,0,2021
GJ Maxwell,Sharjah Cricket Stadium,Kolkata Knight Riders,Powerplay,N Rana,1,Kings XI Punjab,0,0,1.0,1,0,1,lhb,ob,right-arm offbreak,0.0,1.0,0.0,1,2021
GJ Maxwell,Sharjah Cricket Stadium,Kolkata Knight Riders,Powerplay,RA Tripathi,1,Kings XI Punjab,7,0,0.0,3,1,1,rhb,ob,right-arm offbreak,14.0,inf,33.33333333333333,0,2021
